"entity_name","entity_regno","entity_regdate","vatid","capital","entity_contact_type","entity_contact","entity_contact_address","entity_contact_address_city","entity_contact_address_country","entity_contact_address_zip","entity_contact_delivery_person","entity_contact_delivery_email","entity_contact_delivery_phone","entity_contact_note"
"Brick and Mortar Digital Assets OÜ",14756307,"05.07.2019","EE102290640",62500,"ariregistriaddres","","Männimäe/1","Kuusalu vald","EE",74626,"","","",""
"Brick and Mortar Digital Assets OÜ",14756307,"05.07.2019","EE102290640",62500,"email","info@brickfy.com","","","","","","","",""
"Brick and Mortar Digital Assets OÜ",14756307,"05.07.2019","EE102290640",62500,"notificationemail","juancho@brickfy.com","","","","","","","",""
"Broctagon Fintech Limited OÜ",14743905,"14.06.2019","",2500,"address","","","","","","","","",""
"Broctagon Fintech Limited OÜ",14743905,"14.06.2019","",2500,"ariregistriaddres","","","","","","","","",""
"Broctagon Fintech Limited OÜ",14743905,"14.06.2019","",2500,"email","Broctagon Fintech Limited OÜ","","","","","","","",""
"Broctagon Fintech Limited OÜ",14743905,"14.06.2019","",2500,"notificationemail","corporate@speedycs.com","","","","","","","",""
"Bronius International Group OÜ",11085577,"23.11.2004","",2556,"ariregistriaddres","","","","","","","","",""
"Bronius International Group OÜ",11085577,"23.11.2004","",2556,"email","Bronius International Group OÜ","","","","","","","",""
"Bronius International Group OÜ",11085577,"23.11.2004","",2556,"notificationemail","hernan0481@hotmail.com","","","","","","","",""
"Btcpremium OÜ",14497257,"29.05.2018","",2500,"ariregistriaddres","","","","","","","","",""
"Btcpremium OÜ",14497257,"29.05.2018","",2500,"email","Btcpremium OÜ","","","","","","","",""
"Btcpremium OÜ",14497257,"29.05.2018","",2500,"notificationemail","sbga.info@gmail.com","","","","","","","",""
"Buggyra Powersports OÜ",14788380,"26.08.2019","EE102217322",2500,"address","","Roosikrantsi tn 2-1119","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Buggyra Powersports OÜ",14788380,"26.08.2019","EE102217322",2500,"ariregistriaddres","","Roosikrantsi tn 2-1119","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Buggyra Powersports OÜ",14788380,"26.08.2019","EE102217322",2500,"email","powersportsou@buggyra.com","","","","","","","",""
"Buggyra Powersports OÜ",14788380,"26.08.2019","EE102217322",2500,"notificationemail","mgn@fraternitedelalignee.com","","","","","","","",""
"BuildRise Digitalcoin Market OÜ",14594500,"26.10.2018","","","address","","Roosikrantsi tn 2-547k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"BuildRise Digitalcoin Market OÜ",14594500,"26.10.2018","","","ariregistriaddres","","Roosikrantsi tn 2-547k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"BuildRise Digitalcoin Market OÜ",14594500,"26.10.2018","","","email","philip@yg-capital.hk","","","","","","","",""
"BuildRise Digitalcoin Market OÜ",14594500,"26.10.2018","","","notificationemail","gthbank@gmail.com","","","","","","","",""
"Bushido Technologies OÜ",14377139,"23.11.2017","",2500,"email","t.bytkova@protonmail.com","","","","","","","",""
"Businesstoolbox OÜ",14836601,"29.10.2019","",2500,"address","","","","","","","","",""
"Businesstoolbox OÜ",14836601,"29.10.2019","",2500,"ariregistriaddres","","","","","","","","",""
"Businesstoolbox OÜ",14836601,"29.10.2019","",2500,"email","Businesstoolbox OÜ","","","","","","","",""
"Businesstoolbox OÜ",14836601,"29.10.2019","",2500,"notificationemail","chldydgns4@gmail.com","","","","","","","",""
"CalliopeServices OÜ",14638189,"08.01.2019","",2500,"email","CalliopeServices OÜ","","","","","","","",""
"Camaroz Services OÜ",14785811,"21.08.2019","",2500,"address","","Rännaku pst 12","Nõmme linnaosa, Tallinn, Harju maakond","EE",10917,"","","",""
"Camaroz Services OÜ",14785811,"21.08.2019","",2500,"ariregistriaddres","","Rännaku pst 12","Tallinn","EE",10917,"","","",""
"Camaroz Services OÜ",14785811,"21.08.2019","",2500,"email","traderxlab@gmail.com","","","","","","","",""
"Capital Enterprise OÜ",14809366,"20.09.2019","",2500,"ariregistriaddres","","","","","","","","",""
"Capital Enterprise OÜ",14809366,"20.09.2019","",2500,"email","Capital Enterprise OÜ","","","","","","","",""
"Capital Enterprise OÜ",14809366,"20.09.2019","",2500,"notificationemail","Itay@porat-lawfirm.com","","","","","","","",""
"CapitalBox OÜ",14766237,"22.07.2019","","2500 EUR","ariregistriaddres","","","","","","","","",""
"CapitalBox OÜ",14766237,"22.07.2019","","2500 EUR","email","capitalboxou@gmail.com","","","","","","","",""
"CapitalBox OÜ",14766237,"22.07.2019","","2500 EUR","notificationemail","capitalboxou@gmail.com","","","","","","","",""
"CapitalFactoring OÜ",14945425,"30.03.2020","",2500,"ariregistriaddres","","","","","","","","",""
"CapitalFactoring OÜ",14945425,"30.03.2020","",2500,"email","1254@000.ee","","","","","","","",""
"CapitalRing OÜ",12313833,"11.07.2012","",0,"ariregistriaddres","","","","","","","","",""
"CapitalRing OÜ",12313833,"11.07.2012","",0,"email","hvoth@pt.lu","","","","","","","",""
"CapitalRing OÜ",12313833,"11.07.2012","",0,"notificationemail","hvoth@pt.lu","","","","","","","",""
"Cardio Trade OÜ",12223076,"19.01.2012","","2500 EUR","address","","Roosikrantsi tn 2-3","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Cardio Trade OÜ",12223076,"19.01.2012","","2500 EUR","ariregistriaddres","","Roosikrantsi tn 2-3","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Cardio Trade OÜ",12223076,"19.01.2012","","2500 EUR","email","mnowlis@gmail.com","","","","","","","",""
"Cardio Trade OÜ",12223076,"19.01.2012","","2500 EUR","notificationemail","mnowlis@hotmail.com","","","","","","","","kinnitatud"
"Carré d'Or OÜ",14745695,"18.06.2019","EE102167692",2500,"address","","Poru tn 8-2","Haabersti linnaosa, Tallinn, Harju maakond","EE",13516,"","","",""
"Carré d'Or OÜ",14745695,"18.06.2019","EE102167692",2500,"ariregistriaddres","","Poru tn 8-2","Tallinn","EE",13516,"","","",""
"Carré d'Or OÜ",14745695,"18.06.2019","EE102167692",2500,"email","maria_lyll@yahoo.com","","","","","","","",""
"Carré d'Or OÜ",14745695,"18.06.2019","EE102167692",2500,"notificationemail","maria_lyll@yahoo.com","","","","","","","",""
"Cascon Drilling Tools OÜ",11159198,"22.08.2005","EE100989445",2556,"address","","Roosikrantsi tn 2-43","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Cascon Drilling Tools OÜ",11159198,"22.08.2005","EE100989445",2556,"ariregistriaddres","","Roosikrantsi tn 2-43","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Cascon Drilling Tools OÜ",11159198,"22.08.2005","EE100989445",2556,"email","sirje@krmadvisor.ee","","","","","","","",""
"Cascon Drilling Tools OÜ",11159198,"22.08.2005","EE100989445",2556,"notificationemail","hulkkonen.teijo@gmail.com","","","","","","","",""
"Cascon Drilling Tools OÜ",11159198,"22.08.2005","EE100989445",2556,"phone","+358 400501100","","","","","","","",""
"Cash Expresso Estonia OÜ",12679008,"25.06.2014","","2500 EUR","ariregistriaddres","","","","","","","","",""
"Cash Expresso Estonia OÜ",12679008,"25.06.2014","","2500 EUR","email","Cash Expresso Estonia OÜ","","","","","","","",""
"Cash Expresso Estonia OÜ",12679008,"25.06.2014","","2500 EUR","notificationemail","viktor.v.hristov@gmail.com","","","","","","","",""
"CASTLE OÜ",14639119,"09.01.2019","",12300,"ariregistriaddres","","Kaarli pst 1 // Roosikrantsi tn 2","Tallinn","EE",10119,"","","",""
"CASTLE OÜ",14639119,"09.01.2019","",12300,"email","legal@1office.co","","","","","","","",""
"CASTLE OÜ",14639119,"09.01.2019","",12300,"notificationemail","contact@bitcastle.io","","","","","","","",""
"CCCorporate Services OÜ",14679567,"11.03.2019","",2500,"email","CCCorporate Services OÜ","","","","","","","",""
"Cejestra OÜ",11962541,"05.07.2010","EE102353367",2556,"address","","Narva mnt 5-58","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10117,"","","",""
"Cejestra OÜ",11962541,"05.07.2010","EE102353367",2556,"ariregistriaddres","","Narva mnt 5-58","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10117,"","","",""
"Cejestra OÜ",11962541,"05.07.2010","EE102353367",2556,"email","joanna.martin@modirum.com","","","","","","","",""
"CentilLaw OÜ",12708253,"25.08.2014","",2500,"address","","Roosikrantsi tn 2-225","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"CentilLaw OÜ",12708253,"25.08.2014","",2500,"ariregistriaddres","","Roosikrantsi tn 2-225","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"CentilLaw OÜ",12708253,"25.08.2014","",2500,"email","aziz.r@centil.law","","","","","","","",""
"CentilLaw OÜ",12708253,"25.08.2014","",2500,"notificationemail","zafar.m@colibrilaw.com","","","","","","","",""
"Centrako OÜ",11064807,"26.08.2004","EE101438830",2556,"ariregistriaddres","","","","","","","","",""
"Centrako OÜ",11064807,"26.08.2004","EE101438830",2556,"email","centrako@centrako.ee","","","","","","","",""
"Centrako OÜ",11064807,"26.08.2004","EE101438830",2556,"mobile","+370 (69) 825 981","","","","","","","",""
"Centrako OÜ",11064807,"26.08.2004","EE101438830",2556,"notificationemail","centrako@centrako.lt","","","","","","","",""
"Centrako OÜ",11064807,"26.08.2004","EE101438830",2556,"phone",6848060,"","","","","","","",""
"Centrako OÜ",11064807,"26.08.2004","EE101438830",2556,"web","www.centrako.ee","","","","","","","",""
"CENTRALNORD OÜ",16234585,"20.05.2021","EE102538933","2500 EUR","address","","Jovana Subotica 012, Belgrade","","EE",11000,"","","",""
"CENTRALNORD OÜ",16234585,"20.05.2021","EE102538933","2500 EUR","ariregistriaddres","","Jovana Subotica 012, Belgrade","","EE",11000,"","","",""
"CENTRALNORD OÜ",16234585,"20.05.2021","EE102538933","2500 EUR","email","voja.jovanovic1985@protonmail.com","","","","","","","",""
"CFT Holding OÜ",14851463,"19.11.2019","",2500,"address","","Roosikrantsi tn 2-1229","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"CFT Holding OÜ",14851463,"19.11.2019","",2500,"ariregistriaddres","","","","","","","","",""
"CFT Holding OÜ",14851463,"19.11.2019","",2500,"email","1229@000.ee","","","","","","","",""
"CFT Holding OÜ",14851463,"19.11.2019","",2500,"notificationemail","lucamodesti@hotmail.com","","","","","","","",""
"ChimeraExchange OÜ",14481569,"02.05.2018","",2500,"email","ChimeraExchange OÜ","","","","","","","",""
"Chincha Team OÜ",14498736,"31.05.2018","",2500,"ariregistriaddres","","","","","","","","",""
"Chincha Team OÜ",14498736,"31.05.2018","",2500,"email","K028@000.ee","","","","","","","",""
"Chincha Team OÜ",14498736,"31.05.2018","",2500,"notificationemail","mail2chincha@gmail.com","","","","","","","",""
"ChinChin OÜ",14901014,"30.01.2020","",2500,"ariregistriaddres","","","","","","","","",""
"ChinChin OÜ",14901014,"30.01.2020","",2500,"email","1050@000.ee","","","","","","","",""
"ChinChin OÜ",14901014,"30.01.2020","",2500,"notificationemail","manager@ntlwealth.com","","","","","","","",""
"Civinity OÜ",12852553,"19.05.2015","",2500,"address","","","","","","","","",""
"Civinity OÜ",12852553,"19.05.2015","",2500,"email","k222@000.ee","","","","","","","",""
"Clear Transfer Technologies OÜ",14736851,"04.06.2019","",12000,"address","","Roosikrantsi tn 2-1043","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Clear Transfer Technologies OÜ",14736851,"04.06.2019","",12000,"ariregistriaddres","","Roosikrantsi tn 2-1043","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Clear Transfer Technologies OÜ",14736851,"04.06.2019","",12000,"email","1043@000.ee","","","","","","","",""
"Clear Transfer Technologies OÜ",14736851,"04.06.2019","",12000,"notificationemail","lior.rozenberg@mellius.com","","","","","","","",""
"Cleobase OÜ",14715079,"30.04.2019","EE102522363",12000,"address","","Keemia tn 4","Tallinn","EE",10616,"","","",""
"Cleobase OÜ",14715079,"30.04.2019","EE102522363",12000,"ariregistriaddres","","Keemia tn 4","Tallinn","EE",10616,"","","",""
"Cleobase OÜ",14715079,"30.04.2019","EE102522363",12000,"email","cleobase@protonmail.com","","","","","","","",""
"Cleobase OÜ",14715079,"30.04.2019","EE102522363",12000,"phone","+372 6681284","","","","","","","",""
"ClickSmart OÜ",14522216,"09.07.2018","","0 EUR","ariregistriaddres","","","","","","","","",""
"ClickSmart OÜ",14522216,"09.07.2018","","0 EUR","email","clicksmart.ou@gmail.com","","","","","","","",""
"ClickSmart OÜ",14522216,"09.07.2018","","0 EUR","notificationemail","alexey.nazarov@cma.se","","","","","","","",""
"CoinCarrier OÜ",14770606,"29.07.2019","","100000 EUR","address","","Parda tn 8","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10151,"","","",""
"CoinCarrier OÜ",14770606,"29.07.2019","","100000 EUR","ariregistriaddres","","Parda tn 8","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10151,"","","",""
"CoinCarrier OÜ",14770606,"29.07.2019","","100000 EUR","email","siimsellik@hotmail.com","","","","","","","",""
"CoinCarrier OÜ",14770606,"29.07.2019","","100000 EUR","phone","+420 604753262","","","","","","","",""
"Coincasso OÜ",14490491,"17.05.2018","EE102114140","2500 EUR","address","","Roosikrantsi tn 2-521","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Coincasso OÜ",14490491,"17.05.2018","EE102114140","2500 EUR","ariregistriaddres","","Roosikrantsi tn 2-521","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Coincasso OÜ",14490491,"17.05.2018","EE102114140","2500 EUR","email","K521@000.ee","","","","","","","",""
"Coincasso OÜ",14490491,"17.05.2018","EE102114140","2500 EUR","notificationemail","lozimski@gmail.com","","","","","","","",""
"CoinEx Global Limited OÜ",14733516,"30.05.2019","",12000,"address","","Punane tn 6-219","Lasnamäe linnaosa, Tallinn, Harju maakond","EE",13619,"","","",""
"CoinEx Global Limited OÜ",14733516,"30.05.2019","",12000,"ariregistriaddres","","Punane tn 6-219","Tallinn","EE",13619,"","","",""
"CoinEx Global Limited OÜ",14733516,"30.05.2019","",12000,"email","yanghaipo@viabtc.com","","","","","","","",""
"CoinGroup OÜ",14371680,"15.11.2017","",2500,"email","CoinGroup OÜ","","","","","","","",""
"CoinHi QN OÜ",14772232,"30.07.2019","","12000 EUR","ariregistriaddres","","Seebi tn 1-1501","Tallinn","EE",11316,"","","",""
"CoinHi QN OÜ",14772232,"30.07.2019","","12000 EUR","email","info@estlegalservices.com","","","","","","","",""
"Coinraise Exchange OÜ",14485082,"08.05.2018","","2500 EUR","address","","Narva mnt 5","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10117,"","","",""
"Coinraise Exchange OÜ",14485082,"08.05.2018","","2500 EUR","ariregistriaddres","","Narva mnt 5","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10117,"","","",""
"Coinraise Exchange OÜ",14485082,"08.05.2018","","2500 EUR","email","info@coinraise.com","","","","","","","",""
"CoinstockX OÜ",14523138,"10.07.2018","",2500,"ariregistriaddres","","","","","","","","",""
"CoinstockX OÜ",14523138,"10.07.2018","",2500,"email","CoinstockX OÜ","","","","","","","",""
"CoinstockX OÜ",14523138,"10.07.2018","",2500,"notificationemail","yt@ptt.de","","","","","","","",""
"Coinuma OÜ",14753298,"01.07.2019","","2500 EUR","address","","Roosikrantsi tn 2-1006","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Coinuma OÜ",14753298,"01.07.2019","","2500 EUR","ariregistriaddres","","Roosikrantsi tn 2-1006","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Coinuma OÜ",14753298,"01.07.2019","","2500 EUR","email","1006@000.ee","","","","","","","",""
"Coinuma OÜ",14753298,"01.07.2019","","2500 EUR","notificationemail","jesuslopez@coinuma.com","","","","","","","",""
"CoipaCapital OÜ",14651439,"29.01.2019","",2500,"address","","Roosikrantsi tn 2-662k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"CoipaCapital OÜ",14651439,"29.01.2019","",2500,"ariregistriaddres","","Roosikrantsi tn 2-662k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"CoipaCapital OÜ",14651439,"29.01.2019","",2500,"email","vito.fs@coipa.it","","","","","","","",""
"CoipaCapital OÜ",14651439,"29.01.2019","",2500,"notificationemail","vito.fs@coipa.it","","","","","","","",""
"Connectee OÜ",14891451,"20.01.2020","EE102275241","100001 EUR","address","","Narva mnt 7","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10117,"","","",""
"Connectee OÜ",14891451,"20.01.2020","EE102275241","100001 EUR","ariregistriaddres","","Narva mnt 7","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10117,"","","",""
"Connectee OÜ",14891451,"20.01.2020","EE102275241","100001 EUR","email","office@connectee.io","","","","","","","",""
"Connectee OÜ",14891451,"20.01.2020","EE102275241","100001 EUR","notificationemail","ea@infobank.eu","","","","","","","",""
"Connectee OÜ",14891451,"20.01.2020","EE102275241","100001 EUR","phone","+372 55562211","","","","","","","",""
"Convertency EST OÜ","","00.00.0000","","0 EUR","mobile","+372 712 0096","","","","","","","","Mõlema juhatuse liikme telefon."
"CorpHolding OÜ",12018471,"12.11.2010","","2500 EUR","address","","Roosikrantsi tn 2-KRM1","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"CorpHolding OÜ",12018471,"12.11.2010","","2500 EUR","ariregistriaddres","","Kaarli pst 1 // Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"CorpHolding OÜ",12018471,"12.11.2010","","2500 EUR","email","corpholding@000.ee","","","","","","","",""
"CorpHolding OÜ",12018471,"12.11.2010","","2500 EUR","phone","+372 6077777","","","","","","","",""
"Creekside Partnership OÜ",14881493,"06.01.2020","",2500,"address","","Pärnu mnt 158","Kesklinna linnaosa, Tallinn, Harju maakond","EE",11317,"","","",""
"Creekside Partnership OÜ",14881493,"06.01.2020","",2500,"ariregistriaddres","","","","","","","","",""
"Creekside Partnership OÜ",14881493,"06.01.2020","",2500,"email","info@incorporate.ee","","","","","","","",""
"Creekside Partnership OÜ",14881493,"06.01.2020","",2500,"notificationemail","Stefan@clearsky-network.com","","","","","","","",""
"CrossGame OÜ",16029744,"14.08.2020","","2500 EUR","address","","Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"CrossGame OÜ",16029744,"14.08.2020","","2500 EUR","ariregistriaddres","","Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"CrossGame OÜ",16029744,"14.08.2020","","2500 EUR","email","1013@000.ee","","","","","","","",""
"Cryp Ways Solutions OÜ",14311028,"11.08.2017","",12500,"address","","Lasnamäe tn 4b-8. postkast","Tallinn","EE",11412,"","","",""
"Cryp Ways Solutions OÜ",14311028,"11.08.2017","",12500,"ariregistriaddres","","Pärnu mnt 158-88","Tallinn","EE",11317,"","","",""
"Cryp Ways Solutions OÜ",14311028,"11.08.2017","",12500,"email","finance@crypwayssolutions.com","","","","","","","",""
"Cryp Ways Solutions OÜ",14311028,"11.08.2017","",12500,"mobile",+3726681284,"","","","","","","","See on tegevuslitsentsi juurde"
"Cryp Ways Solutions OÜ",14311028,"11.08.2017","",12500,"notificationemail","lilach@mellius.com","","","","","","","",""
"CryptoAssets Group OÜ",14454807,"22.03.2018","",0,"ariregistriaddres","","","","","","","","",""
"CryptoAssets Group OÜ",14454807,"22.03.2018","",0,"email","CryptoAssets Group OÜ","","","","","","","",""
"CryptoAssets Group OÜ",14454807,"22.03.2018","",0,"notificationemail","hospitechsuisse@gmail.com","","","","","","","",""
"CryptoBanque OÜ",14478805,"27.04.2018","",2500,"ariregistriaddres","","","","","","","","",""
"CryptoBanque OÜ",14478805,"27.04.2018","",2500,"email","CryptoBanque OÜ","","","","","","","",""
"CryptoBanque OÜ",14478805,"27.04.2018","",2500,"notificationemail","ya@kapitalbanque.com","","","","","","","",""
"CryptoCoin.Pro OÜ",14408911,"16.01.2018","",0,"email","info@cryptocoin.pro","","","","","","","",""
"CryptoCoin.Pro OÜ",14408911,"16.01.2018","",0,"notificationemail","bmatthies@dclgroup.eu","","","","","","","",""
"CryptoConsult OÜ",14386233,"08.12.2017","",2500,"ariregistriaddres","","","","","","","","",""
"CryptoConsult OÜ",14386233,"08.12.2017","",2500,"email","machsco@gmail.com","","","","","","","",""
"CryptoConsult OÜ",14386233,"08.12.2017","",2500,"notificationemail","machsco@gmail.com","","","","","","","",""
"Cryptocurrency Solutions OÜ",14461408,"02.04.2018","",2500,"email","Cryptocurrency Solutions OÜ","","","","","","","",""
"CryptoEagle OÜ",14464128,"05.04.2018","",2500,"email","tallinn@comistar.com","","","","","","","",""
"CryptoEye OÜ",14317261,"23.08.2017","",2500,"address","","Roosikrantsi tn 2-333k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"CryptoEye OÜ",14317261,"23.08.2017","",2500,"ariregistriaddres","","Roosikrantsi tn 2-333k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"CryptoEye OÜ",14317261,"23.08.2017","",2500,"email","333k@000.ee","","","","","","","",""
"CryptoEye OÜ",14317261,"23.08.2017","",2500,"notificationemail","arbytsg@gmail.com","","","","","","","",""
"CryptoGeeks OÜ",14384530,"05.12.2017","",0,"address","","Punane tn 70","Tallinn","",13619,"","","",""
"CryptoGeeks OÜ",14384530,"05.12.2017","",0,"ariregistriaddres","","","","","","","","",""
"CryptoGeeks OÜ",14384530,"05.12.2017","",0,"email","CryptoGeeks OÜ","","","","","","","",""
"Cryptometre OÜ",14643374,"16.01.2019","",2500,"ariregistriaddres","","","","","","","","",""
"Cryptometre OÜ",14643374,"16.01.2019","",2500,"email","eusteps@gmail.com","","","","","","","",""
"Cryptometre OÜ",14643374,"16.01.2019","",2500,"notificationemail","eusteps@gmail.com","","","","","","","",""
"Cryptonia Worldwide OÜ",16315272,"13.09.2021","","","address","","Roosikrantsi tn 2-1126","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Cryptonia Worldwide OÜ",16315272,"13.09.2021","","","ariregistriaddres","","Roosikrantsi tn 2-1126","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Cryptonia Worldwide OÜ",16315272,"13.09.2021","","","email","1126@000.ee","","","","","","","",""
"Cryptonia Worldwide OÜ",16315272,"13.09.2021","","","notificationemail","andrey@didenko.legal","","","","","","","",""
"Cryptonia Worldwide OÜ",16315272,"13.09.2021","","","phone","+372 53239973","","","","","","","","uus tel nr"
"CryptoPoint OÜ",14389591,"13.12.2017","",2500,"email","CryptoPoint OÜ","","","","","","","",""
"CRYPTOXYGEN OÜ",14589717,"18.10.2018","",2500,"address","","","","","","","","",""
"CRYPTOXYGEN OÜ",14589717,"18.10.2018","",2500,"ariregistriaddres","","","","","","","","",""
"CRYPTOXYGEN OÜ",14589717,"18.10.2018","",2500,"email","CRYPTOXYGEN OÜ","","","","","","","",""
"CRYPTOXYGEN OÜ",14589717,"18.10.2018","",2500,"notificationemail","id@licorne-gulf.com","","","","","","","",""
"Crystal Technologies OÜ",14494098,"23.05.2018","",2500,"address","","Juhkentali tn 8","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10132,"","","",""
"Crystal Technologies OÜ",14494098,"23.05.2018","",2500,"ariregistriaddres","","Juhkentali tn 8","Tallinn","EE",10132,"","","",""
"Crystal Technologies OÜ",14494098,"23.05.2018","",2500,"email","crystaltechnologiescmo@gmail.com","","","","","","","",""
"Crystal Technologies OÜ",14494098,"23.05.2018","",2500,"notificationemail","Peterisvitols.pv@gmail.com","","","","","","","",""
"Crystonio OÜ",14507866,"14.06.2018","EE102513770",100000,"address","","M. Maslovi tn 1","Narva linn, Ida-Viru maakond","EE",20104,"","","",""
"Crystonio OÜ",14507866,"14.06.2018","EE102513770",100000,"ariregistriaddres","","M. Maslovi tn 1","Narva linn, Ida-Viru maakond","EE",20104,"","","",""
"Crystonio OÜ",14507866,"14.06.2018","EE102513770",100000,"delivery","","19 Promachon Eleftherias, Agios Athanasios","Limassol","CY",4103,"Olga Ivkova (RoboMarkets Ltd)","olga.ivkova@roboforex.com","+357 97 603168",""
"Crystonio OÜ",14507866,"14.06.2018","EE102513770",100000,"email","info@cryston.io","","","","","","","",""
"Crystonio OÜ",14507866,"14.06.2018","EE102513770",100000,"notificationemail","olga.ivkova@roboforex.com","","","","","","","","Olga"
"CSSD Co. Ltd OÜ",14513826,"26.06.2018","",2500,"ariregistriaddres","","","","","","","","",""
"CSSD Co. Ltd OÜ",14513826,"26.06.2018","",2500,"email","K544@000.ee","","","","","","","",""
"CSSD Co. Ltd OÜ",14513826,"26.06.2018","",2500,"notificationemail","qkrtndus830@gmail.com","","","","","","","",""
"Cybergiraffe OÜ",16346143,"20.10.2021","","2500 EUR","address","","Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Cybergiraffe OÜ",16346143,"20.10.2021","","2500 EUR","ariregistriaddres","","Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Cybergiraffe OÜ",16346143,"20.10.2021","","2500 EUR","email","1282@000.ee","","","","","","","",""
"Cybergiraffe OÜ",16346143,"20.10.2021","","2500 EUR","notificationemail","anthony@swissborg.com","","","","","","","",""
"Cypher OÜ",14626039,"13.12.2018","EE102248841",2500,"address","","Keevise tn 10-41","Lasnamäe linnaosa, Tallinn, Harju maakond","EE",11415,"","","",""
"Cypher OÜ",14626039,"13.12.2018","EE102248841",2500,"ariregistriaddres","","Keevise tn 10-41","Lasnamäe linnaosa, Tallinn, Harju maakond","EE",11415,"","","",""
"Cypher OÜ",14626039,"13.12.2018","EE102248841",2500,"email","co@cryptology.com","","","","","","","",""
"Dacxi Limited OÜ",14692289,"28.03.2019","","12487 EUR","address","","Roosikrantsi tn 2-754k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Dacxi Limited OÜ",14692289,"28.03.2019","","12487 EUR","ariregistriaddres","","Roosikrantsi tn 2-754k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Dacxi Limited OÜ",14692289,"28.03.2019","","12487 EUR","email","754K@000.ee","","","","","","","",""
"Dacxi Limited OÜ",14692289,"28.03.2019","","12487 EUR","notificationemail","ed@ludbrook.com","","","","","","","",""
"DAE Europe OÜ",14728662,"22.05.2019","",12000,"address","","Teguri tn 30","Tartu linn","EE",50107,"","","",""
"DAE Europe OÜ",14728662,"22.05.2019","",12000,"ariregistriaddres","","Teguri tn 30","Tartu linn","EE",50107,"","","",""
"DAE Europe OÜ",14728662,"22.05.2019","",12000,"email","info@ryynanenconsulting.com","","","","","","","",""
"DAE Europe OÜ",14728662,"22.05.2019","",12000,"phone","+372 6094190","","","","","","","",""
"Dantes Services OÜ",16311877,"09.09.2021","EE102430248","2500 EUR","address","","Kaarli pst 1 // Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Dantes Services OÜ",16311877,"09.09.2021","EE102430248","2500 EUR","ariregistriaddres","","Kaarli pst 1 // Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Dantes Services OÜ",16311877,"09.09.2021","EE102430248","2500 EUR","email","wisoroy@gmail.com","","","","","","","",""
